id,nombre,domicilio,telefono,email,web,tipo,calle,altura,direccion,long,lat,geometry
6,Abasto Hotel Buenos Aires,Corrientes Av. 3190,6311-4433/4466/4465,reservas@abastohotel.com,,5 Estrellas,Corrientes Av.,3190,Corrientes Av. 3190,-58.41017164905983,-34.60408924224185,POINT (-58.41017164905983 -34.60408924224185)
12,Aldeano I,La Rioja 277,4931-2980,aldeano1@hotelaldeano.com.ar,,Hospedaje A,La Rioja,277,La Rioja 277,-58.40870814771763,-34.61364250969133,POINT (-58.40870814771763 -34.61364250969133)
16,Alsina,24 De Noviembre 190,4931-9393,,,Hospedaje A,24 De Noviembre,190,24 De Noviembre 190,-58.41142838596891,-34.612878899885104,POINT (-58.41142838596891 -34.612878899885104)
44,Bahia,"Yrigoyen, Hipolito 3062",4931-7198,info@elhotelbahia.com.ar,,Hospedaje A,"Yrigoyen, Hipolito",3062,"Yrigoyen, Hipolito 3062",-58.409667038821134,-34.61158289431474,POINT (-58.409667038821134 -34.61158289431474)
47,Bet Hotel,Saavedra 526,4942-3399,info@bethotelbuenosaires.com.ar,,Registro de Prestadores,Saavedra,526,Saavedra 526,-58.4027719563826,-34.615773227602645,POINT (-58.4027719563826 -34.615773227602645)
67,Castelli 75,Castelli 75,4952-9003 / 8584,,,1 Estrella,Castelli,75,Castelli 75,-58.40458500116391,-34.6090921904919,POINT (-58.40458500116391 -34.6090921904919)
77,Colonial,24 De Noviembre 229,4931-8800/3104,info@hotelcolonialbaires.com.ar,,Hospedaje A,24 De Noviembre,229,24 De Noviembre 229,-58.411480344326776,-34.613344401681736,POINT (-58.411480344326776 -34.613344401681736)
78,Condor Hotel,La Rioja 258,4932-7626,hotelcondor@hotmail.com,,1 Estrella,La Rioja,258,La Rioja 258,-58.40859480820946,-34.61337546546828,POINT (-58.40859480820946 -34.61337546546828)
99,Egipto,Corrientes Av. 3193,4863-0808,info@hotelegipto.com.ar,,Hospedaje A,Corrientes Av.,3193,Corrientes Av. 3193,-58.41022170863522,-34.603977732062354,POINT (-58.41022170863522 -34.603977732062354)
102,Eleven Palace Hotel,La Rioja 87,4864-5097 al 99,info@hoteleleven.com.ar,,3 Estrellas,La Rioja,87,La Rioja 87,-58.40888170737505,-34.61130736768363,POINT (-58.40888170737505 -34.61130736768363)
108,Esperia,"Urquiza, Gral. 222",4957-3937,consultas@hotelesperia.com.ar,,2 Estrellas,"Urquiza, Gral.",222,"Urquiza, Gral. 222",-58.40996675655511,-34.612973129903345,POINT (-58.40996675655511 -34.612973129903345)
124,Fiorentino Hotel,"Urquiza, Gral. 187",4932-9641 / 4931-1368,mariasambade@hotmail.com.ar,,1 Estrella,"Urquiza, Gral.",187,"Urquiza, Gral. 187",-58.41016626158772,-34.612534771047976,POINT (-58.41016626158772 -34.612534771047976)
127,Galicia,"Yrigoyen, Hipolito 3072",4931-7270,,,Hospedaje A,"Yrigoyen, Hipolito",3072,"Yrigoyen, Hipolito 3072",-58.40980475663471,-34.611592310788104,POINT (-58.40980475663471 -34.611592310788104)
131,Gran Hotel Atlantic,Castelli 45,4951-0081,info@hotelatlantic.com.ar,,2 Estrellas,Castelli,45,Castelli 45,-58.40455719243345,-34.609459750402095,POINT (-58.40455719243345 -34.609459750402095)
143,Guayaquil,Moreno 2718,4957-5097,info@hotelguayaquil.com.ar,,Hospedaje A,Moreno,2718,Moreno 2718,-58.40441587029059,-34.61345456966069,POINT (-58.40441587029059 -34.61345456966069)
146,Hispano Argentino,Catamarca 167,4931-5543 / 4932-3980,contacto@hhispanoargentino.com.ar,,1 Estrella,Catamarca,167,Catamarca 167,-58.407143631712785,-34.61213566439178,POINT (-58.407143631712785 -34.61213566439178)
162,Hotel Hipólito,"Yrigoyen, Hipolito 2940",4957-6476,hotelhipolito@hotmail.com,,Registro de Prestadores,"Yrigoyen, Hipolito",2940,"Yrigoyen, Hipolito 2940",-58.4079126034104,-34.61146291973817,POINT (-58.4079126034104 -34.61146291973817)
168,Hotel N´Ontué,Corrientes Av. 3321,4860 1600,info@nontuehotel.com.ar,,3 Estrellas,Corrientes Av.,3321,Corrientes Av. 3321,-58.41206995576142,-34.60403907331842,POINT (-58.41206995576142 -34.60403907331842)
175,Hotel Quito,"Alsina, Adolfo 2737",4957-5056,info@hotelquito.com.ar,,1 Estrella,"Alsina, Adolfo",2737,"Alsina, Adolfo 2737",-58.40481705375194,-34.612319949186386,POINT (-58.40481705375194 -34.612319949186386)
180,Howard Johnson Abasto By Windham,"Jaures, Jean 892",5292-5100,reservas@hjabasto.com.ar,,Registro de Prestadores,"Jaures, Jean",892,"Jaures, Jean 892",-58.40732691240131,-34.599752143347146,POINT (-58.40732691240131 -34.599752143347146)
216,La Perla Hotel,Jujuy Av. 36,5218-7737 al 40,info@hotellaperla.com.ar,,3 Estrellas,Jujuy Av.,36,Jujuy Av. 36,-58.40587308159253,-34.61052389473001,POINT (-58.40587308159253 -34.61052389473001)
232,Llano,"Yrigoyen, Hipolito 3023",4861-1672,,,1 Estrella,"Yrigoyen, Hipolito",3023,"Yrigoyen, Hipolito 3023",-58.4091546675274,-34.611437582844516,POINT (-58.4091546675274 -34.611437582844516)
235,Los Ángeles,"Yrigoyen, Hipolito 3073",4864-2692,,,Hospedaje B,"Yrigoyen, Hipolito",3073,"Yrigoyen, Hipolito 3073",-58.40984325541553,-34.611484666548364,POINT (-58.40984325541553 -34.611484666548364)
239,Luey,Rivadavia Av. 2902,4862-3873 /4861-0403 /4866-4427,recepción@luey.com.ar,,3 Estrellas,Rivadavia Av.,2902,Rivadavia Av. 2902,-58.40769139222319,-34.61029282689341,POINT (-58.40769139222319 -34.61029282689341)
255,Mexico (Mexico 2944),Mexico 2944,4931-3087,residencial.mexico.hotel@gmail.com,,Hospedaje B,Mexico,2944,Mexico 2944,-58.40718526409954,-34.61806421209794,POINT (-58.40718526409954 -34.61806421209794)
256,Miki,La Rioja 271,4957-1614,,,Hospedaje A,La Rioja,271,La Rioja 271,-58.40871394912168,-34.61356441773342,POINT (-58.40871394912168 -34.61356441773342)
282,Oliden,"Alsina, Adolfo 2597",4951-8729,,,Hospedaje B,"Alsina, Adolfo",2597,"Alsina, Adolfo 2597",-58.403167449097005,-34.6122234736129,POINT (-58.403167449097005 -34.6122234736129)
285,Once,Rivadavia Av. 2962,4861-1666,,,Hospedaje B,Rivadavia Av.,2962,Rivadavia Av. 2962,-58.40821898425142,-34.610335218480586,POINT (-58.40821898425142 -34.610335218480586)
286,Once Plaza,Moreno 2717,4932-5400,info@onceplazahteldos.com.ar,,Hospedaje A,Moreno,2717,Moreno 2717,-58.40442009734216,-34.613344723876935,POINT (-58.40442009734216 -34.613344723876935)
295,Panamerican,Moreno 2754,4942-8807,,,Hospedaje B,Moreno,2754,Moreno 2754,-58.404781329366365,-34.613464182337395,POINT (-58.404781329366365 -34.613464182337395)
307,Posada Gotan B&B,Sanchez De Loria 1618,4912-3807,posadagotan@gmail.com,,Registro de Prestadores,Sanchez De Loria,1618,Sanchez De Loria 1618,-58.41176899370815,-34.62941154673037,POINT (-58.41176899370815 -34.62941154673037)
312,Pueyrredon,Pueyrredon Av. 47,4862-4377,,,Hospedaje B,Pueyrredon Av.,47,Pueyrredon Av. 47,-58.405938423353554,-34.609434534827635,POINT (-58.405938423353554 -34.609434534827635)
332,San Agustin,Pueyrredon Av. 121,4863-2131,hotelsanagustin@ciudad.com.ar,,Hospedaje A,Pueyrredon Av.,121,Pueyrredon Av. 121,-58.40598747618016,-34.60859164738173,POINT (-58.40598747618016 -34.60859164738173)
333,San Andres,San Luis 2921,4961-5346,,,Hospedaje B,San Luis,2921,San Luis 2921,-58.40650777033332,-34.599584942672806,POINT (-58.40650777033332 -34.599584942672806)
334,San Carlos,Moreno 3054,4931-7823,,,Hospedaje A,Moreno,3054,Moreno 3054,-58.40927607607778,-34.61403293717421,POINT (-58.40927607607778 -34.61403293717421)
348,Solana,Ecuador 945,4962-7337,,,Hospedaje B,Ecuador,945,Ecuador 945,-58.405930468416386,-34.598943352328114,POINT (-58.405930468416386 -34.598943352328114)
374,Vesuvio,Rivadavia Av. 2548,4951-4715,,,Hospedaje A,Rivadavia Av.,2548,Rivadavia Av. 2548,-58.402509105334886,-34.60998155873656,POINT (-58.402509105334886 -34.60998155873656)
382,York,"Alsina, Adolfo 2632",4951-8957,,,Hospedaje A,"Alsina, Adolfo",2632,"Alsina, Adolfo 2632",-58.40359387293039,-34.61235859273449,POINT (-58.40359387293039 -34.61235859273449)
8,Adm Ayamitre Hotel,Ayacucho 106,2053-3350,reservas@hotelayamitre.com.ar,,2 Estrellas,Ayacucho,106,Ayacucho 106,-58.395016945149145,-34.60808222146677,POINT (-58.395016945149145 -34.60808222146677)
25,Apart Independencia,Independencia Av. 1877,4384-1102,independencia@luzyfuerzapatagonia.com.ar,,Registro de Prestadores,Independencia Av.,1877,Independencia Av. 1877,-58.39284726931538,-34.618158533768025,POINT (-58.39284726931538 -34.618158533768025)
51,Blanro,Junin 759,4374-2000,reservas@hotelblanro.com.ar,,2 Estrellas,Junin,759,Junin 759,-58.39708997213491,-34.60025591059829,POINT (-58.39708997213491 -34.60025591059829)
60,Capri,Constitucion 1881,4304-0305,,,Hospedaje A,Constitucion,1881,Constitucion 1881,-58.39230278849486,-34.625227982493655,POINT (-58.39230278849486 -34.625227982493655)
79,Confort,Rivadavia Av. 2093,4953-4367,,,Hospedaje B,Rivadavia Av.,2093,Rivadavia Av. 2093,-58.39617372315425,-34.60941894911817,POINT (-58.39617372315425 -34.60941894911817)
92,Del Congreso,"Yrigoyen, Hipolito 2064",4952 7728 / 4952 0385,,,1 Estrella,"Yrigoyen, Hipolito",2064,"Yrigoyen, Hipolito 2064",-58.39569623462091,-34.61062065202173,POINT (-58.39569623462091 -34.61062065202173)
113,Estilo Mb,Callao Av. 164,4374-9112,buenosaires@hotelesestilomb.com.ar,,2 Estrellas,Callao Av.,164,Callao Av. 164,-58.39215558863604,-34.607239482894435,POINT (-58.39215558863604 -34.607239482894435)
116,Europeo,Sarmiento 2010,4953-6384,,,Hospedaje B,Sarmiento,2010,Sarmiento 2010,-58.395297736077666,-34.60592107471387,POINT (-58.395297736077666 -34.60592107471387)
137,Gran Hotel Oriental,"Mitre, Bartolome 1840",4952-3371 / 4951-6427,ghoriental@hotmail.com,,Hospedaje A,"Mitre, Bartolome",1840,"Mitre, Bartolome 1840",-58.39259944422775,-34.60806877873335,POINT (-58.39259944422775 -34.60806877873335)
138,Gran Sarmiento,Sarmiento 1892,4374-8069,hotelgransarmiento@gmail.com,,1 Estrella,Sarmiento,1892,Sarmiento 1892,-58.39353424186248,-34.60580244960123,POINT (-58.39353424186248 -34.60580244960123)
159,Hotel Dos Mundos,Sarmiento 2009,4953-2171,hoteldosmundos@yahoo.com,,Hospedaje A,Sarmiento,2009,Sarmiento 2009,-58.395308604453504,-34.60581154125215,POINT (-58.395308604453504 -34.60581154125215)
169,Hotel Nuevo Camino,"Mitre, Bartolome 1907",4952-6266,,,Registro de Prestadores,"Mitre, Bartolome",1907,"Mitre, Bartolome 1907",-58.39360346129282,-34.608008766928755,POINT (-58.39360346129282 -34.608008766928755)
201,Intersur Suites,Corrientes Av. 1984,5246-1500,reservas@intersursuites.com.ar,,Apart 2 Estrellas,Corrientes Av.,1984,Corrientes Av. 1984,-58.39503042711889,-34.60454393222921,POINT (-58.39503042711889 -34.60454393222921)
226,Leon,Callao Av. 758,4811-5054,hotel-leon@hotmail.com,,Hospedaje A,Callao Av.,758,Callao Av. 758,-58.39293197186878,-34.60014850026471,POINT (-58.39293197186878 -34.60014850026471)
238,Lourdes,Callao Av. 44,4952-3087/3720,lourdeshotel@yahoo.com.ar,,Hospedaje A,Callao Av.,44,Callao Av. 44,-58.392062454827986,-34.60869568473875,POINT (-58.392062454827986 -34.60869568473875)
240,Lyon Hotel By Mh,Riobamba 251,2832 1176,,,3 Estrellas,Riobamba,251,Riobamba 251,-58.39356990156551,-34.60632397385079,POINT (-58.39356990156551 -34.60632397385079)
249,Mayo,"Alsina, Adolfo 2164",4952-7356,,,Hospedaje B,"Alsina, Adolfo",2164,"Alsina, Adolfo 2164",-58.39696025863829,-34.61188960981194,POINT (-58.39696025863829 -34.61188960981194)
254,Mexico (Mexico 2475),Mexico 2475,4942-1713,,,Hospedaje B,Mexico,2475,Mexico 2475,-58.40093693691396,-34.61647499844195,POINT (-58.40093693691396 -34.61647499844195)
280,O2 Hotel Buenos Aires,Junin 357,4953-4455 / 4071,reservas@grupodotia.com,,3 Estrellas,Junin,357,Junin 357,-58.39664378814857,-34.60514213821679,POINT (-58.39664378814857 -34.60514213821679)
287,Orleans,Callao Av. 680,4812-9342,consultas@orleanshotel.com.ar,,Hospedaje A,Callao Av.,680,Callao Av. 680,-58.392800345265655,-34.6010740158611,POINT (-58.392800345265655 -34.6010740158611)
321,Residencia Universitaria Buen Día,Lavalle 2115,4373-1663,,,Registro de Prestadores,Lavalle,2115,Lavalle 2115,-58.39717002914874,-34.603227986831016,POINT (-58.39717002914874 -34.603227986831016)
322,Rey,Combate De Los Pozos 471,4942 8412,info@hotel-rey.com.ar,,Hospedaje B,Combate De Los Pozos,471,Combate De Los Pozos 471,-58.393282993965656,-34.6147034731083,POINT (-58.393282993965656 -34.6147034731083)
339,Sarmiento Palace Hotel,Sarmiento 1953,4953-3420 / 3404 / 5014,info@hotelsarmiento.com.ar,,3 Estrellas,Sarmiento,1953,Sarmiento 1953,-58.39447168189101,-34.605755117371565,POINT (-58.39447168189101 -34.605755117371565)
373,Venezuela,Republica Bolivariana De Venezuela 2135,4942-8734,,,Hospedaje A,Republica Bolivariana De Venezuela,2135,Republica Bolivariana De Venezuela 2135,-58.396734136035334,-34.615244313509145,POINT (-58.396734136035334 -34.615244313509145)
13,Aldeano II,Pasco 136,4951-4102,aldeano2@hotelaldeano.com.ar,,Hospedaje B,Pasco,136,Pasco 136,-58.39738947169473,-34.61110392457984,POINT (-58.39738947169473 -34.61110392457984)
35,Astor,Caseros Av. 896,4307-7117,info@astorhoteles.com.ar,,Hospedaje A,Caseros Av.,896,Caseros Av. 896,-58.37647771475177,-34.62789994273449,POINT (-58.37647771475177 -34.62789994273449)
9,Aires Express,"Mitre, Bartolome 3410",4867-1265 / 4860-0204,hotelairesexpres@gmail.com,,2 Estrellas,"Mitre, Bartolome",3410,"Mitre, Bartolome 3410",-58.41472862969953,-34.60943881778788,POINT (-58.41472862969953 -34.60943881778788)
59,Camaro Palace Hotel,Sarmiento 4239,4867-4798 / 0195,camaroph@hotmail.com,,2 Estrellas,Sarmiento,4239,Sarmiento 4239,-58.42493865115313,-34.60436498493608,POINT (-58.42493865115313 -34.60436498493608)
154,Hotel Aoma,Estados Unidos 4049,4382-5700,reservas@jcv.com.ar,,Registro de Prestadores,Estados Unidos,4049,Estados Unidos 4049,-58.42270115146811,-34.62300993777582,POINT (-58.42270115146811 -34.62300993777582)
156,Hotel Boutique Racó de Buenos Aires,Yapeyu 269,3530 6075,info@racodebuenosaires.com.ar,,Registro de Prestadores-Boutique,Yapeyu,269,Yapeyu 269,-58.42166868158554,-34.61544194729397,POINT (-58.42166868158554 -34.61544194729397)
170,Hotel Osam,Estados Unidos 4037,4902-5983,reservas@jcv.com.ar,,Registro de Prestadores,Estados Unidos,4037,Estados Unidos 4037,-58.4225478397616,-34.62299166532816,POINT (-58.4225478397616 -34.62299166532816)
203,Jade,Sanchez De Bustamante 839,4863-8711,,,Hospedaje A,Sanchez De Bustamante,839,Sanchez De Bustamante 839,-58.413827195251805,-34.60066810287833,POINT (-58.413827195251805 -34.60066810287833)
211,Konke Buenos Aires,Corrientes Av. 4320,5284-8300,reservas@konkehotel.com,,Registro de Prestadores,Corrientes Av.,4320,Corrientes Av. 4320,-58.42595203790569,-34.60273383899061,POINT (-58.42595203790569 -34.60273383899061)
250,Medrano Plaza Hotel,Medrano Av. 874,4864-1631,info@medranoplazahotel.com.ar,,Hospedaje A,Medrano Av.,874,Medrano Av. 874,-58.42055265793297,-34.59980626536642,POINT (-58.42055265793297 -34.59980626536642)
326,Rio Hotel,"Salguero, Jeronimo 218",4983-8837,info@hotelrio.com.ar,,2 Estrellas,"Salguero, Jeronimo",218,"Salguero, Jeronimo 218",-58.42011338815106,-34.608306055784745,POINT (-58.42011338815106 -34.608306055784745)
330,Roma (Francisco Acuña de Figueroa 422),"Acuña De Figueroa, Francisco 422",4862-5993,,,Hospedaje A,"Acuña De Figueroa, Francisco",422,"Acuña De Figueroa, Francisco 422",-58.42288066434736,-34.60570785611524,POINT (-58.42288066434736 -34.60570785611524)
356,Temuco,"Peron, Juan Domingo, Tte. General 4261",4862-3053,,,Hospedaje A,"Peron, Juan Domingo, Tte. General",4261,"Peron, Juan Domingo, Tte. General 4261",-58.427001523801025,-34.605893345903205,POINT (-58.427001523801025 -34.605893345903205)
28,Argenta Suites Belgrano,Ciudad De La Paz 1868,4706-1881,ventas@argenta-suites.com.ar,,Registro de Prestadores,Ciudad De La Paz,1868,Ciudad De La Paz 1868,-58.4558238958585,-34.564855692696675,POINT (-58.4558238958585 -34.564855692696675)
91,De La Rue,"Freire, Ramon, Cap. Gral. 1765",4551-4884 / 4552-4048,info@hoteldelarue.com.ar,,1 Estrella,"Freire, Ramon, Cap. Gral.",1765,"Freire, Ramon, Cap. Gral. 1765",-58.461316599106446,-34.56990463317858,POINT (-58.461316599106446 -34.56990463317858)
167,Hotel Manzanares Plaza,Manzanares 2339,4702-6839,info.manzanares@gmail.com,,1 Estrella,Manzanares,2339,Manzanares 2339,-58.46871557581865,-34.547005447245674,POINT (-58.46871557581865 -34.547005447245674)
171,Hotel Pampa Plaza,La Pampa 777,4789-9561 / 4788-3984/3084,info@hotelpampaplaza.com.ar,,Apart 3 Estrellas,La Pampa,777,La Pampa 777,-58.4372354919857,-34.5547036071124,POINT (-58.4372354919857 -34.5547036071124)
173,Hotel Pedraza,"Pedraza, Manuela 2189",4703-4927,info@hotelpedraza.com.ar,,Registro de Prestadores,"Pedraza, Manuela",2189,"Pedraza, Manuela 2189",-58.46430881168925,-34.550164962762445,POINT (-58.46430881168925 -34.550164962762445)
204,Juramento de Lealtad Townhouse Hotel,Juramento Av. 2666,4782-0158/1946,info@townhousehotel.com.ar,,Registro de Prestadores,Juramento Av.,2666,Juramento Av. 2666,-58.459101808727475,-34.563525719852905,POINT (-58.459101808727475 -34.563525719852905)
206,Ker House Belgrano,Vuelta De Obligado 2727,5277-4600 / 4789-9383,reservasbelgrano@kerhoteles.com.ar,,Apart 2 Estrellas,Vuelta De Obligado,2727,Vuelta De Obligado 2727,-58.46070951565391,-34.55552051138159,POINT (-58.46070951565391 -34.55552051138159)
214,La Cascada Town House Hotel,Vuelta De Obligado 4578,4703-1251,info@lacascadatownhouse.com.ar,,Registro de Prestadores,Vuelta De Obligado,4578,Vuelta De Obligado 4578,-58.47248514989842,-34.54112836967231,POINT (-58.47248514989842 -34.54112836967231)
218,La Santa María,Cramer 618,4551-4166,,,Hospedaje B,Cramer,618,Cramer 618,-58.44624459214123,-34.57402433823842,POINT (-58.44624459214123 -34.57402433823842)
220,Lacroze,"Lacroze, Federico Av. 3236",4552-4445,,,Hospedaje A,"Lacroze, Federico Av.",3236,"Lacroze, Federico Av. 3236",-58.449558248987536,-34.57834428087882,POINT (-58.449558248987536 -34.57834428087882)
222,Las Familias,Cuba 3146,4702-5687,lasfamiliashotel@gmail.com,,Hospedaje A,Cuba,3146,Cuba 3146,-58.46357117979293,-34.55149892747213,POINT (-58.46357117979293 -34.55149892747213)
283,Olleros,Olleros 3146,4552-9975,,,Hospedaje B,Olleros,3146,Olleros 3146,-58.4481818117939,-34.57788233848025,POINT (-58.4481818117939 -34.57788233848025)
340,Sarum Hotel Design,Quesada 2370,4704-0039/0040,info@hotelsarum.com.ar,,3 Estrellas,Quesada,2370,Quesada 2370,-58.46295336969353,-34.554238303599035,POINT (-58.46295336969353 -34.554238303599035)
1,1828 Smart Hotel,Fray Justo Santamaria De Oro 1828,2060-9011,reservas@1828smarthotel.com,,Registro de Prestadores-Boutique,Fray Justo Santamaria De Oro,1828,Fray Justo Santamaria De Oro 1828,-58.43013919967541,-34.58561279526259,POINT (-58.43013919967541 -34.58561279526259)
3,248 Finisterra,Baez 248,4773 0901/ 4776 8777,info@248finisterra.com,,1 Estrella,Baez,248,Baez 248,-58.430659138939276,-34.57241057764107,POINT (-58.430659138939276 -34.57241057764107)
15,Alpino,Cabello 3318,4802-5151,reservas@hotelalpino.com.ar,,3 Estrellas,Cabello,3318,Cabello 3318,-58.40789465180327,-34.58167508519098,POINT (-58.40789465180327 -34.58167508519098)
31,Aries,Gascon 1147,4883-1232/116458-5589/4432-3702,info@arieshotel.com.ar,,Hospedaje A,Gascon,1147,Gascon 1147,-58.42320293209499,-34.59709276755577,POINT (-58.42320293209499 -34.59709276755577)
33,Art Factory Palermo,Costa Rica 4353,2004-4958,info@artfactorypalermo.com.ar,,Registro de Prestadores,Costa Rica,4353,Costa Rica 4353,-58.42352832730784,-34.59046928843979,POINT (-58.42352832730784 -34.59046928843979)
34,Art Factory Soho,Charcas 4500,4774-2639,info@artfactorysoho.com.ar,,Registro de Prestadores,Charcas,4500,Charcas 4500,-58.42489307105743,-34.5824384956003,POINT (-58.42489307105743 -34.5824384956003)
40,Awwa Suites & Spa,Lafinur 3370,3966-0000,info@awwasuites.com,,Registro de Prestadores-Boutique,Lafinur,3370,Lafinur 3370,-58.41206038847808,-34.57678514574476,POINT (-58.41206038847808 -34.57678514574476)
45,Be Hollywood,Humboldt 1716,5555-8100,reservas@behollywood.com,,2 Estrellas,Humboldt,1716,Humboldt 1716,-58.43529616261942,-34.58470858867157,POINT (-58.43529616261942 -34.58470858867157)
46,Be Jardin Escondido By Coppola,Gorriti 4746,4832-8830 / 4834-6166,,,Registro de Prestadores-Boutique,Gorriti,4746,Gorriti 4746,-58.428598646325334,-34.591136851946715,POINT (-58.428598646325334 -34.591136851946715)
56,Bulnes Eco Suites,Bulnes 1905,4829-3300,info@bulneseco.com,,Registro de Prestadores,Bulnes,1905,Bulnes 1905,-58.412628149470066,-34.589271269434164,POINT (-58.412628149470066 -34.589271269434164)
57,Bys Palermo,"Acuña De Figueroa, Francisco 1263",4862 2956,reservas@hotelbys.com.ar,,4 Estrellas,"Acuña De Figueroa, Francisco",1263,"Acuña De Figueroa, Francisco 1263",-58.42155212945222,-34.59692879816524,POINT (-58.42155212945222 -34.59692879816524)
64,Casasur Palermo,Costa Rica 6032,4770-9452,recepcion@casasurpalermo.com,,Registro de Prestadores,Costa Rica,6032,Costa Rica 6032,-58.43917088246334,-34.579227926546174,POINT (-58.43917088246334 -34.579227926546174)
83,Costa Rica,Costa Rica 4137,4864-7390,info@hotelcostarica.com.ar,,Registro de Prestadores-Boutique,Costa Rica,4137,Costa Rica 4137,-58.4212661011418,-34.59153059423021,POINT (-58.4212661011418 -34.59153059423021)
98,Duque Hotel Boutique,Guatemala 4364,4832-0312,reservas@duquehotel.com,,Registro de Prestadores-Boutique,Guatemala,4364,Guatemala 4364,-58.421067899775245,-34.58880118779645,POINT (-58.421067899775245 -34.58880118779645)
121,Feel Apartments,Fray Justo Santamaria De Oro 2047,6368-3109,info@feelbuenosairesapartments.com,,Registro de Prestadores,Fray Justo Santamaria De Oro,2047,Fray Justo Santamaria De Oro 2047,-58.42832155547238,-34.583773260419434,POINT (-58.42832155547238 -34.583773260419434)
123,Fierro Hotel Boutique,Soler 5862,3220-6800,info@fierrohotel.com,,Registro de Prestadores-Boutique,Soler,5862,Soler 5862,-58.43527649803236,-34.57882506041039,POINT (-58.43527649803236 -34.57882506041039)
148,Home Hotel Buenos Aires,Honduras 5860,4778-1008,info@homebuenosaires.com,,Registro de Prestadores-Boutique,Honduras,5860,Honduras 5860,-58.439008480750836,-34.58211618710643,POINT (-58.439008480750836 -34.58211618710643)
190,Ian Hotel,"Vega, Niceto, Cnel. Av. 5832",2188-7000,ventas@hjpalermo.com.ar,,Registro de Prestadores,"Vega, Niceto, Cnel. Av.",5832,"Vega, Niceto, Cnel. Av. 5832",-58.44183630684087,-34.58505123055196,POINT (-58.44183630684087 -34.58505123055196)
194,Ilum Experience Home,El Salvador 5726,4776-8667,ilum@ilumhotel.com,,Registro de Prestadores-Boutique,El Salvador,5726,El Salvador 5726,-58.436715190412635,-34.58235755933898,POINT (-58.436715190412635 -34.58235755933898)
197,Infinito Hotel Eco Design,Arenales 3689,4832-1060 / 2070 2626,info@infinitohotel.com,,Registro de Prestadores,Arenales,3689,Arenales 3689,-58.413919429971,-34.585164197850894,POINT (-58.413919429971 -34.585164197850894)
209,Key'S Hotel,Zapata 315,4778-3233 / 4772 8371,reservas@hotelkeys.com.ar,,1 Estrella,Zapata,315,Zapata 315,-58.44080926142429,-34.57359674844096,POINT (-58.44080926142429 -34.57359674844096)
212,Koten Hotel Palermo Soho,Guemes 4651,4771-3293,info@kotenhotel.com,,Registro de Prestadores,Guemes,4651,Guemes 4651,-58.424108615249274,-34.58117071871652,POINT (-58.424108615249274 -34.58117071871652)
213,Krista Boutique Hotel,Bonpland 1665,4771-4697,info@kristahotel.com.ar,,Registro de Prestadores-Boutique,Bonpland,1665,Bonpland 1665,-58.43761499159182,-34.58366480552015,POINT (-58.43761499159182 -34.58366480552015)
223,Legado Mitico,Gurruchaga 1848,4833-1300,reservasbsas@legadomitico.com,,Registro de Prestadores-Boutique,Gurruchaga,1848,Gurruchaga 1848,-58.42677563046522,-34.587689147421,POINT (-58.42677563046522 -34.587689147421)
227,Let Sun Hotel Boutique,Fitz Roy 1527,4779-1212,info@letsunhotel.com,,Registro de Prestadores-Boutique,Fitz Roy,1527,Fitz Roy 1527,-58.43780697581898,-34.58553994231485,POINT (-58.43780697581898 -34.58553994231485)
228,L´Hotel Palermo,Thames 1562,4831-7198,info@lhotelpalermo.com,,Registro de Prestadores-Boutique,Thames,1562,Thames 1562,-58.431558150532986,-34.58827189232752,POINT (-58.431558150532986 -34.58827189232752)
241,Magistral,"Borges, Jorge Luis 1937",4831-4006,,,Hospedaje B,"Borges, Jorge Luis",1937,"Borges, Jorge Luis 1937",-58.42665938237423,-34.586496889122266,POINT (-58.42665938237423 -34.586496889122266)
242,Magnolia Hotel,"Alvarez, Julian 1746",4867-4900,info@magnoliahotelboutique.com,,Registro de Prestadores-Boutique,"Alvarez, Julian",1746,"Alvarez, Julian 1746",-58.421973341022145,-34.59119104300785,POINT (-58.421973341022145 -34.59119104300785)
244,Malevo Muraña Hostel,Russel 5050,4831-8855,info@malevohostel.com,,Registro de Prestadores,Russel,5050,Russel 5050,-58.42915883946594,-34.5874318129656,POINT (-58.42915883946594 -34.5874318129656)
260,Mine Hotel Boutique,Gorriti 4770,4832-1100,info@minehotel.com,,2 Estrellas,Gorriti,4770,Gorriti 4770,-58.428863800444105,-34.590966529673885,POINT (-58.428863800444105 -34.590966529673885)
264,Miravida Soho,Darregueyra 2050,4774-6433,info@miravidasoho.com,,Registro de Prestadores-Boutique,Darregueyra,2050,Darregueyra 2050,-58.42765242924388,-34.58431072818857,POINT (-58.42765242924388 -34.58431072818857)
288,Own Grand Palermo Soho,Gurruchaga 2121,4831-2027,front@ownhotels.com,,Registro de Prestadores-Boutique,Gurruchaga,2121,Gurruchaga 2121,-58.42418440156056,-34.58614554610667,POINT (-58.42418440156056 -34.58614554610667)
290,Palermo Hotel,Godoy Cruz 2725,4774-7342,reservas@consultoralibertadores.com,,2 Estrellas,Godoy Cruz,2725,Godoy Cruz 2725,-58.42496979436687,-34.57844081679015,POINT (-58.42496979436687 -34.57844081679015)
